34 - Details Of Assembly Segment Of PC,,,,,,,,,,,
State/UT Name,PC NO,PC NAME,TOTAL ELECTORS IN PC,AC NO,AC NAME,TOTAL ELECTORS IN AC,TOTAL VALID VOTES IN STATE,NOTA VOTES EVM IN AC,CANDIDATE NAME,PARTY,VOTES SECURED EVM
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,ATISH MOHAN BANSODE,IND,715
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,ANNA SUKHADEV MASKE,IND,31
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,UGHADE VIJAYKUMAR BHAGAVAN,IND,72
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,KRISHNA NAGNATH BHISE,IND,41
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,KHANDARE SUDARSHAN RAYCHAND,IND,30
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,GAYAKWAD MAHASIDHA TUKARAM,IND,41
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,PARMESHWAR PANDURANG GEJAGE,IND,92
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,BHANTE NAAGAMURTI,IND,306
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,ADV. VIKRAM UTTAM KASABE,IND,104
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,SHIKHARE RAMESH BHIMRAO,IND,458
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,SHRIVIDYADURGADEVI,IND,320
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,SACHIN SHAHU MASKE,IND,41
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,SUNILKUMAR SHINDE,IND,283
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,PROF. DR. SUBHASH KHANDERAO GAIKWAD,IND,28
Maharashtra,42,Solapur,2031921,249,SolapurCityCentral,325696,56763551,386,SONAVANE SHIVAJI CHANDRAKANT,IND,32
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,PRANITI SUSHILKUMAR SHINDE,INC,97954
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,BABLU SIDRAM GAIKWAD,BSP,1127
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,RAM VITTHAL SATPUTE,BJP,107251
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,PROF. DR. ARJUN GENA OHAL,BMUP,620
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,KUMAR CHANDRAKANT LONDHE,BALP,145
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,YUGANDHAR CHANDRAKANT THOKALE,PPID,266
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,ATISH MOHAN BANSODE,IND,1820
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,ANNA SUKHADEV MASKE,IND,88
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,UGHADE VIJAYKUMAR BHAGAVAN,IND,164
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,KRISHNA NAGNATH BHISE,IND,113
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,KHANDARE SUDARSHAN RAYCHAND,IND,77
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,GAYAKWAD MAHASIDHA TUKARAM,IND,73
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,PARMESHWAR PANDURANG GEJAGE,IND,126
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,BHANTE NAAGAMURTI,IND,295
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,ADV. VIKRAM UTTAM KASABE,IND,165
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,SHIKHARE RAMESH BHIMRAO,IND,597
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,SHRIVIDYADURGADEVI,IND,850
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,SACHIN SHAHU MASKE,IND,97
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,SUNILKUMAR SHINDE,IND,350
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,PROF. DR. SUBHASH KHANDERAO GAIKWAD,IND,120
Maharashtra,42,Solapur,2031921,250,Akkalkot,360053,56763551,413,SONAVANE SHIVAJI CHANDRAKANT,IND,91
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,PRANITI SUSHILKUMAR SHINDE,INC,105474
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,BABLU SIDRAM GAIKWAD,BSP,888
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,RAM VITTHAL SATPUTE,BJP,96038
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,PROF. DR. ARJUN GENA OHAL,BMUP,437
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,KUMAR CHANDRAKANT LONDHE,BALP,87
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,YUGANDHAR CHANDRAKANT THOKALE,PPID,180
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,ATISH MOHAN BANSODE,IND,1651
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,ANNA SUKHADEV MASKE,IND,70
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,UGHADE VIJAYKUMAR BHAGAVAN,IND,138
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,KRISHNA NAGNATH BHISE,IND,74
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,KHANDARE SUDARSHAN RAYCHAND,IND,55
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,GAYAKWAD MAHASIDHA TUKARAM,IND,71
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,PARMESHWAR PANDURANG GEJAGE,IND,76
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,BHANTE NAAGAMURTI,IND,219
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,ADV. VIKRAM UTTAM KASABE,IND,124
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,SHIKHARE RAMESH BHIMRAO,IND,494
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,SHRIVIDYADURGADEVI,IND,542
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,SACHIN SHAHU MASKE,IND,52
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,SUNILKUMAR SHINDE,IND,210
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,PROF. DR. SUBHASH KHANDERAO GAIKWAD,IND,69
Maharashtra,42,Solapur,2031921,251,SolapurSouth,356271,56763551,496,SONAVANE SHIVAJI CHANDRAKANT,IND,47
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,PRANITI SUSHILKUMAR SHINDE,INC,124711
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,BABLU SIDRAM GAIKWAD,BSP,895
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,RAM VITTHAL SATPUTE,BJP,79291
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,PROF. DR. ARJUN GENA OHAL,BMUP,410
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,KUMAR CHANDRAKANT LONDHE,BALP,168
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,YUGANDHAR CHANDRAKANT THOKALE,PPID,288
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,ATISH MOHAN BANSODE,IND,1638
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,ANNA SUKHADEV MASKE,IND,146
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,UGHADE VIJAYKUMAR BHAGAVAN,IND,195
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,KRISHNA NAGNATH BHISE,IND,131
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,KHANDARE SUDARSHAN RAYCHAND,IND,104
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,GAYAKWAD MAHASIDHA TUKARAM,IND,95
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,PARMESHWAR PANDURANG GEJAGE,IND,275
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,BHANTE NAAGAMURTI,IND,311
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,ADV. VIKRAM UTTAM KASABE,IND,204
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,SHIKHARE RAMESH BHIMRAO,IND,615
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,SHRIVIDYADURGADEVI,IND,712
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,SACHIN SHAHU MASKE,IND,96
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,SUNILKUMAR SHINDE,IND,221
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,PROF. DR. SUBHASH KHANDERAO GAIKWAD,IND,67
Maharashtra,42,Solapur,2031921,252,Pandharpur,358387,56763551,587,SONAVANE SHIVAJI CHANDRAKANT,IND,101
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,JANKAR SWARUP DADA,BSP,892
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,MOHITE-PATIL DHAIRYASHEEL RAJSINH,NCPSP,97469
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,RANJEETSINGH HINDURAO NAIK NIMBALKAR,BJP,55958
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,AWARE SIDDHESHWAR BHARAT,AIFB,437
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,GOPAL YESHVANT JADHAV,BHRJWNKP,227
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,BARASKAR RAMESH NAGNATH,VBA,3942
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,BICHUKALE SANTOSH BALASAHEB,RPI(A),672
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,ER. RAMCHANDRA MAYAPPA GHUTUKADE,NRSP,9733
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,SATYAWAN VIJAY OMBASE,SERSNMH,193
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,ANIL BHAGAVAN SHEDAGE,IND,101
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,AMOL MADHUKAR KARADE,IND,137
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,ASHOK DNYANDEV WAGHMODE,IND,179
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,KASHINATH KISAN DEOKATE,IND,213
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,KIRAN TANAJI SATHE,IND,201
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,KHARAT SANDIP JANARADHAN,IND,227
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,GIRISH PRABHAKAR SHETE,IND,331
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,ADV. JORE SACHIN BHASKAR,IND,429
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,DHANAJI SHRIPATI MASKE,IND,813
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,NAVANATH BIRA MADANE,IND,396
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,NANASAHEB RAMHARI YADAV,IND,394
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,NARAYAN TATOBA KALEL,IND,258
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,NANDU SAMBHAJI MORE,IND,523
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,ER. BALIRAM SUKHADEV MORE,IND,213
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,BHAUSAHEB SUKHADEV LIGADE,IND,294
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,MORE ROHIT RAMKRUSHNA,IND,124
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,RASHID ISMAIL SHAIKH,IND,95
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,SARADE GANESH NAVNATH,IND,92
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,SAWANT RAHUL SHASHIKANT,IND,442
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,SITAPURE VINOD DILIP,IND,213
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,SITARAM VITTHAL RANDIVE,IND,777
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,HANUMANT NARAYAN MANE,IND,414
Maharashtra,43,Madha,1996298,244,Karmala,318414,56763551,578,HAKE LAXMAN SOPAN,IND,549
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,JANKAR SWARUP DADA,BSP,1393
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,MOHITE-PATIL DHAIRYASHEEL RAJSINH,NCPSP,122570
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,RANJEETSINGH HINDURAO NAIK NIMBALKAR,BJP,70055
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,AWARE SIDDHESHWAR BHARAT,AIFB,469
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,GOPAL YESHVANT JADHAV,BHRJWNKP,252
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,BARASKAR RAMESH NAGNATH,VBA,6111
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,BICHUKALE SANTOSH BALASAHEB,RPI(A),807
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,ER. RAMCHANDRA MAYAPPA GHUTUKADE,NRSP,13293
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,SATYAWAN VIJAY OMBASE,SERSNMH,238
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,ANIL BHAGAVAN SHEDAGE,IND,133
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,AMOL MADHUKAR KARADE,IND,169
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,ASHOK DNYANDEV WAGHMODE,IND,179
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,KASHINATH KISAN DEOKATE,IND,186
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,KIRAN TANAJI SATHE,IND,402
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,KHARAT SANDIP JANARADHAN,IND,303
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,GIRISH PRABHAKAR SHETE,IND,355
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,ADV. JORE SACHIN BHASKAR,IND,398
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,DHANAJI SHRIPATI MASKE,IND,801
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,NAVANATH BIRA MADANE,IND,381
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,NANASAHEB RAMHARI YADAV,IND,444
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,NARAYAN TATOBA KALEL,IND,274
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,NANDU SAMBHAJI MORE,IND,536
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,ER. BALIRAM SUKHADEV MORE,IND,250
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,BHAUSAHEB SUKHADEV LIGADE,IND,413
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,MORE ROHIT RAMKRUSHNA,IND,116
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,RASHID ISMAIL SHAIKH,IND,160
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,SARADE GANESH NAVNATH,IND,134
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,SAWANT RAHUL SHASHIKANT,IND,679
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,SITAPURE VINOD DILIP,IND,188
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,SITARAM VITTHAL RANDIVE,IND,955
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,HANUMANT NARAYAN MANE,IND,588
Maharashtra,43,Madha,1996298,245,Madha,337996,56763551,521,HAKE LAXMAN SOPAN,IND,701
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,JANKAR SWARUP DADA,BSP,1200
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,MOHITE-PATIL DHAIRYASHEEL RAJSINH,NCPSP,84556
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,RANJEETSINGH HINDURAO NAIK NIMBALKAR,BJP,89038
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,AWARE SIDDHESHWAR BHARAT,AIFB,580
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,GOPAL YESHVANT JADHAV,BHRJWNKP,226
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,BARASKAR RAMESH NAGNATH,VBA,2219
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,BICHUKALE SANTOSH BALASAHEB,RPI(A),746
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,ER. RAMCHANDRA MAYAPPA GHUTUKADE,NRSP,11349
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,SATYAWAN VIJAY OMBASE,SERSNMH,186
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,ANIL BHAGAVAN SHEDAGE,IND,149
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,AMOL MADHUKAR KARADE,IND,179
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,ASHOK DNYANDEV WAGHMODE,IND,176
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,KASHINATH KISAN DEOKATE,IND,230
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,KIRAN TANAJI SATHE,IND,311
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,KHARAT SANDIP JANARADHAN,IND,316
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,GIRISH PRABHAKAR SHETE,IND,461
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,ADV. JORE SACHIN BHASKAR,IND,309
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,DHANAJI SHRIPATI MASKE,IND,680
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,NAVANATH BIRA MADANE,IND,486
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,NANASAHEB RAMHARI YADAV,IND,404
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,NARAYAN TATOBA KALEL,IND,250
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,NANDU SAMBHAJI MORE,IND,408
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,ER. BALIRAM SUKHADEV MORE,IND,390
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,BHAUSAHEB SUKHADEV LIGADE,IND,512
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,MORE ROHIT RAMKRUSHNA,IND,129
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,RASHID ISMAIL SHAIKH,IND,131
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,SARADE GANESH NAVNATH,IND,113
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,SAWANT RAHUL SHASHIKANT,IND,782
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,SITAPURE VINOD DILIP,IND,239
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,SITARAM VITTHAL RANDIVE,IND,1073
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,HANUMANT NARAYAN MANE,IND,549
Maharashtra,43,Madha,1996298,253,Sangole,313397,56763551,439,HAKE LAXMAN SOPAN,IND,1511
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,JANKAR SWARUP DADA,BSP,1094
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,MOHITE-PATIL DHAIRYASHEEL RAJSINH,NCPSP,134279
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,RANJEETSINGH HINDURAO NAIK NIMBALKAR,BJP,64145
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,AWARE SIDDHESHWAR BHARAT,AIFB,441
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,GOPAL YESHVANT JADHAV,BHRJWNKP,168
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,BARASKAR RAMESH NAGNATH,VBA,3148
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,BICHUKALE SANTOSH BALASAHEB,RPI(A),714
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,ER. RAMCHANDRA MAYAPPA GHUTUKADE,NRSP,9963
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,SATYAWAN VIJAY OMBASE,SERSNMH,218
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,ANIL BHAGAVAN SHEDAGE,IND,107
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,AMOL MADHUKAR KARADE,IND,168
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,ASHOK DNYANDEV WAGHMODE,IND,147
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,KASHINATH KISAN DEOKATE,IND,268
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,KIRAN TANAJI SATHE,IND,792
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,KHARAT SANDIP JANARADHAN,IND,354
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,GIRISH PRABHAKAR SHETE,IND,523
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,ADV. JORE SACHIN BHASKAR,IND,516
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,DHANAJI SHRIPATI MASKE,IND,856
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,NAVANATH BIRA MADANE,IND,379
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,NANASAHEB RAMHARI YADAV,IND,349
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,NARAYAN TATOBA KALEL,IND,253
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,NANDU SAMBHAJI MORE,IND,450
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,ER. BALIRAM SUKHADEV MORE,IND,321
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,BHAUSAHEB SUKHADEV LIGADE,IND,328
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,MORE ROHIT RAMKRUSHNA,IND,124
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,RASHID ISMAIL SHAIKH,IND,219
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,SARADE GANESH NAVNATH,IND,87
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,SAWANT RAHUL SHASHIKANT,IND,613
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,SITAPURE VINOD DILIP,IND,179
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,SITARAM VITTHAL RANDIVE,IND,975
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,HANUMANT NARAYAN MANE,IND,583
Maharashtra,43,Madha,1996298,254,Malshiras,337807,56763551,565,HAKE LAXMAN SOPAN,IND,808
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,JANKAR SWARUP DADA,BSP,1100
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,MOHITE-PATIL DHAIRYASHEEL RAJSINH,NCPSP,93633
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,RANJEETSINGH HINDURAO NAIK NIMBALKAR,BJP,110561
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,AWARE SIDDHESHWAR BHARAT,AIFB,546
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,GOPAL YESHVANT JADHAV,BHRJWNKP,195
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,BARASKAR RAMESH NAGNATH,VBA,3362
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,BICHUKALE SANTOSH BALASAHEB,RPI(A),579
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,ER. RAMCHANDRA MAYAPPA GHUTUKADE,NRSP,6796
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,SATYAWAN VIJAY OMBASE,SERSNMH,193
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,ANIL BHAGAVAN SHEDAGE,IND,111
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,AMOL MADHUKAR KARADE,IND,137
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,ASHOK DNYANDEV WAGHMODE,IND,158
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,KASHINATH KISAN DEOKATE,IND,183
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,KIRAN TANAJI SATHE,IND,242
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,KHARAT SANDIP JANARADHAN,IND,227
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,GIRISH PRABHAKAR SHETE,IND,378
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,ADV. JORE SACHIN BHASKAR,IND,378
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,DHANAJI SHRIPATI MASKE,IND,675
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,NAVANATH BIRA MADANE,IND,384
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,NANASAHEB RAMHARI YADAV,IND,298
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,NARAYAN TATOBA KALEL,IND,226
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,NANDU SAMBHAJI MORE,IND,423
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,ER. BALIRAM SUKHADEV MORE,IND,400
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,BHAUSAHEB SUKHADEV LIGADE,IND,251
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,MORE ROHIT RAMKRUSHNA,IND,84
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,RASHID ISMAIL SHAIKH,IND,101
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,SARADE GANESH NAVNATH,IND,75
Maharashtra,43,Madha,1996298,255,Phaltan,336967,56763551,919,SAWANT RAHUL SHASHIKANT,IND,618
